,title,categories,article_lenght,views,refs_count,link_count,death,locations,end_date_clean,ongoing
20962274,Ar Rass raids,military conflict,3443,1476,7,27,over 50 security forces injured,Ar  Rass|Al- Qassim  Region|Saudi  Arabia,2005.0,False
20975711,Operation Iron Hammer (Iraq 2005),military conflict,5776,6677,3,29,None,East  of  Hīt|Iraq,2006.0,False
20977703,Al-Fakhura school incident,civilian attack,27230,11123,41,75,"43 (Chan 4, Indep) <br />44 (DCI) <br />12 (IDF)",Near  Al- Fakhura  school|Jabalia  Camp|Gaza  Strip,2009.0,False
20981524,2000 Jarafa mosque massacre,civilian attack,12078,7605,28,62,23 (including the perpetrator),قرية  الباعوضة  Q180921,2000.0,False
21007481,Battle of Peta,military conflict,9681,11555,13,33,68 Philhellenes and 200 regulars dead<br/>the number of irregular casualties is not known<br/>many prisoners {{Citation needed|date|=|July 2015}},Arta  Q208573,1822.0,False
21013002,Landing at Nadzab,military conflict,54542,44599,70,280,"119 killed, 241 wounded or injured, and 166 evacuated sick.",Nadzab  Q3334996,1943.0,False
21017886,Operation Delaware,military conflict,13126,40091,11,67,{{flagicon|United States}} : 142 killed<br>47 missing<br> {{flagicon|South Vietnam}} : 26 killed,A  Shau  Valley  Q4073426,1968.0,False
21026448,United States Army Air Forces in the South West Pacific Theatre,military conflict,40022,22858,0,460,,South  West  Pacific  theatre  of  World  War  II  Q2423295,1945.0,False
21028519,Operation Kamin,military conflict,4134,8951,7,31,21 killed<br>9 wounded,Kandahar  Q173808,2007.0,False
21030341,1927 Nagpur riots,civil conflict,9027,20085,11,35,,Nagpur  Q1513,1927.0,False
21047075,Lockheed Martin shooting,civilian attack,8301,36179,10,52,7 (including the perpetrator),Meridian  Q118152,2003.0,False
21047367,Battle of Rarańcza,military conflict,7350,9182,5,42,Heavy or 16 dead and 900 captive,Ridkivtsi  Q4392180,1918.0,False
21050439,Battle of Buqqar Ridge,military conflict,29848,7563,38,95,24 killed <br/>53 wounded <br/>10 missing,El  Buqqar  Tze elim Zeelim|Ottoman  Syria,1917.0,False
21063338,Campaign in north-east France (1814),military conflict,22449,46120,1,126,,Northeastern  France,1814.0,False
21068808,Battle of Sungei Koemba,military conflict,28758,9025,0,85,None,Sungei  Koemba  river|Kalimantan Indonesian  Borneo,1965.0,False
21069191,Battle of Kindau,military conflict,11978,5730,0,28,2 wounded,Kindau|Kalimantan Indonesian  Borneo,1965.0,False
21069483,Battle of Babang,military conflict,3930,5659,0,15,None,Babang|Kalimantan Indonesian  Borneo,1965.0,False
21073732,Mexican–American War,military conflict,145978,4322244,178,672,"1,733 killed in battle<br>(1,721 soldiers, 11 Marines, and 1 sailor) {{sfn|Clodfelter|2017|p|=|249}} <br /><br />4,152 wounded",Mexico  Q96,1848.0,False
21078804,Operation Bamberg,military conflict,16719,8075,6,124,Number of dead in German formations: 7<br/>Number of captured [[firearm]]s: 47,Hłusk|Bobrujsk|Polesia Polesie|Byelorussian  Soviet  Socialist  Republic Byelorussia,1942.0,False
21079980,Chattanooga Campaign,military conflict,64233,229319,77,254,"'''5,824''' total <div style=""line-height:1.2em;"">(753 killed <br/> 4,722 wounded <br/> 349 missing)",Chattanooga  Q186702,1863.0,False
21090363,Battle on the Elster,military conflict,5472,4547,0,42,,Hohenmölsen  Q522390,1080.0,False
21096361,Battle of Triangle Hill,military conflict,41713,116058,102,106,"'''US''':<br/> 365 killed<br/> 1,174 wounded<br/> 1 captured <br/>'''South Korea''':<br/> 1,096 killed<br/> 3,496 wounded<br/> 97 missing <br/>'''Chinese estimation''':<br/> 25,498",North  of  Gimhwa- eup|Chorwon  County|Korea,1952.0,False
21100986,United States Army Air Forces in the South Pacific Area,military conflict,17100,25909,0,189,,South  Pacific  Area  of  World  War  II,1945.0,False
21101715,Samogitian uprisings,military conflict,19181,8505,22,100,,Samogitia  Q111362,1409.0,False
21102272,Madhu church shelling,civilian attack,8324,3186,7,50,+40,Madhu|Sri  Lanka  Q6727396,1999.0,False
21103253,2009 Riga riot,civilian attack,3462,4809,4,18,,Riga  Q1773,2009.0,False
21103386,Operation Shahi Tandar,military conflict,4755,9344,1,19,2 killed,Kandahar  Q45604,2009.0,False
21106191,Battle of Lutetia,military conflict,2326,8556,3,20,,Grenelle  Q376896,,False
21107406,Battle of Le Mesnil-Patry,military conflict,35654,15249,0,73,116 dead or missing<br />35 wounded<br />22 captured<br />51 tanks,Le  Mesnil- Patry  Q875586,1944.0,False
21110596,Frisian–Frankish wars,military conflict,11590,29710,8,86,,The  Netherlands  and  Germany,,False
21114507,Pescadores Campaign (1895),military conflict,10929,15212,0,29,"Minimal<br>1,500 died of disease",Penghu  County  Q198525,1895.0,False
21117728,Attack on Galle Harbour,military conflict,4337,3775,6,26,"3 Naval vessels damaged 1 sailor and 1 civilian killed, 12 sailors, 14 civilians wounded (according to the Sri Lanka Navy) <br>
3 Naval gun boats destroyed (according to the South Asia Analysis Group)",Galle  Q319366,2006.0,False
21119669,United States Army Air Forces in the Central Pacific Area,military conflict,61644,23342,0,841,,Central  Pacific  Area  of  World  War  II,1945.0,False
21120119,Burmese–Siamese War (1785–86),military conflict,6094,16553,4,70,"~70,000",Southern  and  western  Rattanakosin  Kingdom Siam|Lan  Na,1786.0,False
21121533,Operation Hornung,military conflict,11010,6703,7,83,Number of dead in German formations: 29<br/>Number of captured [[firearm]]s: 133,Hantsavichy  Q956470,1943.0,False
21123425,Operation Cottbus,military conflict,3762,19547,4,28,,Vitebsk  Region  Q185700,1943.0,False
21131528,Hazara Expedition of 1888,military conflict,4689,5187,8,20,2 officers<br>23 soldiers<br>54 wounded,Hazara|Pakistan British  rule Hazara modern- day  Pakistan,1888.0,False
21131596,Assassination of Robert F. Kennedy,civilian attack,57251,2637562,100,192,+1,Ambassador  Hotel  Q456685,1968.0,False
21134787,1963 Syrian coup d'état,military conflict,32449,181575,5,176,,Syrian  Republic  Q146885,1963.0,False
21144934,Landing on Emirau,military conflict,21617,28195,24,128,1 injured,Emirau  Island  Q1337856,1944.0,False
21145322,Ar-Rashid revolt,military conflict,9934,7387,7,50,,ar- Rashid  army  camp|Baghdad|History  of  Iraq  1958 1968 Republic  of  Iraq,1963.0,False
21188524,Battle of Garris,military conflict,17305,12994,0,109,500,Garris  Q680593,1814.0,False
21189400,Assassination of Martin Luther King Jr.,civilian attack,55904,2365670,68,261,[[Martin Luther King Jr.]],National  Civil  Rights  Museum  Q845216,,False
21192407,Battle of Sangshak,military conflict,9941,16980,9,36,652,convert 8 mi km south  of  Ukhrul|Manipur|India,1944.0,False
21211149,Battle of Tipton's Island,military conflict,4497,3565,5,41,1 killed<br />3 drowned in escape<br />Several wounded,White  River  Q2430262,1813.0,False
21213071,Action of 6 April 1809,military conflict,17313,2284,19,61,"8 killed, 38 wounded",Bay  of  Biscay  Q41573,1809.0,False
21220861,Invasion of Martinique (1809),military conflict,26859,21033,20,209,"97 killed, 365 wounded, 18 missing",Martinique  Q17054,1809.0,False
21234651,Dendermonde nursery attack,civilian attack,15614,34771,33,51,+3,Sint- Gillis- bij- Dendermonde  Q898394,2009.0,False
21238606,June Rebellion,military conflict,16776,740445,16,88,"73 killed, 344 wounded",Paris  Q90,1832.0,False
21238663,Troude's expedition to the Caribbean,"military conflict, military conflict",25100,4544,21,135,"11 killed, 40 wounded",Began  near  Îles  des  Saintes|concluded  off  Cape  Rojo|Puerto  Rico,1809.0,False
21248868,Battle of Mullaitivu (2009),military conflict,15975,16867,24,60,Unknown,Mullaitivu  Q507144,2009.0,False
21257070,Battle of Shewan,military conflict,8248,17635,7,26,2 injured,Farah  Q180330,2008.0,False
21257084,Action of 10 November 1808,military conflict,16949,2854,19,74,"19 killed, 51 wounded",Bay  of  Biscay  Q41573,1808.0,False
21257379,2009 Eastern Congo offensive,military conflict,5252,8491,6,22,"5 Congolese soldiers killed, 3 Rwandan soldiers killed, 12 Congolese and Rwandan soldiers wounded",Kivu|Democratic  Republic  of  the  Congo,2009.0,False
21262089,Zeitoun incident,civilian attack,19774,4891,20,45,48 residents of Zeitoun,Zeitoun|Gaza,2009.0,False
21265842,Battle of al-Qādisiyyah,military conflict,44049,238819,21,183,"22,000 <br/''(medieval estimate)''",Al- Qādisiyyah  Q2731997,636.0,False
21268681,Siege of Kenilworth,military conflict,6130,27236,12,27,unknown,Kenilworth  Castle  Q1738764,1266.0,False
21269536,1934 Thrace pogroms,civilian attack,4740,16969,9,28,Unknown,Thrace  Q41741,1934.0,False
21272793,Siege of Bergen op Zoom (1747),military conflict,19176,21137,40,75,"5,000 <br>200 cannon captured",Bergen  op  Zoom  Q192508,1747.0,False
21279745,Saint-Domingue expedition,military conflict,21199,51950,10,127,+23000,Saint- Domingue  Q861551|Haiti  Q790,1803.0,False
21285768,Battle of Mokra (1445),military conflict,5023,12375,2,40,Unknown,Jakupica  Q1826026,1445.0,False
21296534,Revolt of 1 Prairial Year III,military conflict,14537,12865,0,28,,Paris  Q90,1795.0,False
21299042,Noida ATS Shootout,civilian attack,2429,4556,1,19,+2,Noida  Q278204,2009.0,False
21300986,Siege of Dunkirk (1793),military conflict,16061,10986,28,67,"1,000, 14 guns, 2 mortars",Dunkirk  Q45797,1793.0,False
21303206,Battle of Chemnitz,military conflict,2771,11503,0,19,500 killed or wounded,Chemnitz  Q2795,1639.0,False
21303848,Flanders Campaign,military conflict,52855,73669,4,378,,Belgium  Q31,1795.0,False
21309565,Battle of Beaumont (1794),military conflict,14205,8515,16,62,"7,000 killed, wounded or captured, 41 cannons",Beaumont- en- Cambrésis  Q427189,1794.0,False
21309824,Battle of Gannoruwa,military conflict,17340,8808,21,50,Unknown,Gannoruwa|Kandy coord 07 16 46 22 N 80 36 6 32 E display inline|title,1638.0,False
21312902,Operation Nasrat,military conflict,3779,10027,6,19,"Unknown, several suicide bombers",Helmand  Q173821,2007.0,False
21315311,Battle of Speyerbach,military conflict,4776,8272,0,26,"6,000 killed or wounded<br />2,500 prisoners",Speyer  Q6829,1703.0,False
21319499,2009 Malagasy political crisis,military conflict,110071,52647,166,369,,Madagascar  Q1019,2009.0,False
21321396,Cry of Pugad Lawin,military conflict,12129,198236,8,50,unknown,Disputed|officially  recognized  in  Pugad  Lawin  or  Balingasa Balintawak|Caloocan|Manila  province Province  of  Manila now  Quezon  City,1896.0,False
21342636,Battle of Cahuenga Pass,military conflict,5212,10651,2,32,"[[Captain (U.S. Army)|Captain]] [[José Antonio Romualdo Pacheco, Sr.|José Antonio Romualdo Pacheco]] {{KIA}}",Cahuenga  Pass  Q2982040,1831.0,False
21347361,Edmond post office shooting,civilian attack,13155,218327,17,57,+15,Edmond  Q862645,1986.0,False
21355764,Battle of Castiglione (1706),military conflict,10957,7734,9,56,"1,000 killed or wounded",Castiglione  delle  Stiviere  Q42890,1706.0,False
21366705,Battle of Point 175,military conflict,28430,10282,0,77,"Operation Crusader: 5,707",near  Sidi  Rezegh|Italian  Libya Libya,1941.0,False
21370964,Battle of Loyew (1649),military conflict,5460,4060,4,42,"3,000 -7,000",Loyew  Q2494413,1649.0,False
21372610,Platine War,military conflict,54620,84748,1,213,600+ dead and wounded,Uruguay  Q77,1852.0,False
21375211,Battle of Honsinger Bluff,military conflict,21074,10755,39,54,3 wounded,Custer  County  Q490789,1873.0,False
21387387,Battle of Abancay,military conflict,3631,6330,3,31,"Unknown, but probably higher",Near  Abancay|present- day  Peru,1537.0,False
21388997,Invasion of Salamaua–Lae,military conflict,18061,15517,0,96,1 aircraft destroyed<br>11 aircraft damaged<br> 2 killed,Salamaua  Q611718,1942.0,False
21389693,Hsinchu Campaign,military conflict,10424,1870,4,27,,Hsinchu  Q249994,1895.0,False
21390139,2001 Kishtwar massacre,civilian attack,3075,9897,5,21,+17,Doda  District  Q2298979,2001.0,False
21392260,Battle of Baltim,military conflict,9581,34757,12,48,None,Off  the  coast  between  Baltim and  Damietta|Egypt,1973.0,False
21393617,2008–09 Oslo riots,civilian attack,19600,16936,37,87,,Oslo  Q585,2009.0,False
21396237,Burning of the Parliament Buildings in Montreal,civilian attack,63236,57783,48,207,,Montreal  Q340,1849.0,False
21402559,Battle of Keelung (1895),military conflict,14031,2612,5,47,"3 killed, 26 wounded",Keelung  Q249996,1895.0,False
21404830,1984 Mannar massacre,civilian attack,9705,4824,19,60,200+,Mannar  Q1280127,1984.0,False
21416103,2001 Chalwalkote massacre,civilian attack,3336,4930,5,23,+15,Rajouri  district  Q544279,2001.0,False
21420764,Battle of Agusan Hill,military conflict,1634,6613,0,15,38 Killed,Cagayan  de  Oro  Q1645,1900.0,False
21427342,Battle of Buin,military conflict,11022,2163,12,27,319 casualties.,Buin|Huaylas  province Peru,1839.0,False
21428582,2008–09 York University strike,civil conflict,5399,26610,8,24,,Toronto,128.0,False
21432030,2006 Srinagar bombings,civilian attack,4568,4880,7,38,8,Srinagar  Q170115,2006.0,False
21454663,Somali Civil War (2009–present),military conflict,116367,99720,222,256,"{{flagicon image|Shabab.png}} 8,016 killed (by 2012) <br/> {{flagicon image|Flag of al-Qaeda.svg}} 5 killed",Somalia  Q1045,2009.0,False
21461281,Battle of Oltenița,military conflict,8746,19648,12,36,,Oltenița  Q737188,1853.0,False
21469350,Kirk–Holden war,military conflict,5694,2928,4,33,16,North  Carolina  Q1454,1870.0,False
21471592,1113–15 Balearic Islands expedition,military conflict,10522,8764,15,86,Unknown,Balearic  Islands  Q5765,1115.0,False
21475701,Battle of Fombio,military conflict,6189,8376,8,55,450,Fombio  Q42938,1796.0,False
21476079,Battle of Arpachai,military conflict,1857,7852,3,16,,Akhurian  River|Armenia,1807.0,False
21476306,Battle of the Tonelero Pass,military conflict,4036,2271,5,28,"4 killed, <br>5 wounded",Paraná  Q127892,1851.0,False
21481587,Jones–Imboden Raid,military conflict,17487,2644,5,83,"'''Livestock driven off'''<br>1,000 head of cattle<br>1,200 horses<br>'''Resources destroyed'''<br>16 rail bridges<br> 150,000 barrels of oil<br> '''Human casualties'''<br>700 prisoners<br>30 killed",Western  Virginia present  day  West  Virginia br western  Maryland,1863.0,False
21483047,Battle of Ceva,military conflict,6621,7115,7,46,600,Ceva  Q19944,1796.0,False
21493098,Linyi Campaign,military conflict,13471,3655,0,141,"2,000",Shandong  Q43407,1945.0,False
21493114,Houma Campaign,military conflict,6112,2836,0,59,"6,500",Shanxi  Q46913,1946.0,False
21493140,Battle of Tang'erli,military conflict,5204,2306,0,42,270+ killed<br>670+ captured,Hebei  Q21208,1947.0,False
21493161,Ningxia Campaign (1949),military conflict,9120,642,0,84,"40,000+",Ningxia  Hui  Autonomous  Region  Q57448,1949.0,False
21493192,Pingdu Campaign,military conflict,11978,2534,0,34,"5,000+",Pingdu  Q2060398,1945.0,False
21493199,Yetaishan Campaign,military conflict,11474,5604,0,59,500+,Shaanxi  Q47974,1945.0,False
21499801,Raid on Cherbourg,military conflict,5135,9655,4,41,Light casualties,Cherbourg- Octeville  Q160199,1758.0,False
21504959,Battle of Siddim,military conflict,22751,72401,34,118,,Vale  of  Siddim  Salt  Sea,,False
21509878,Operation Sea Dragon (Vietnam War),military conflict,2147,14100,0,24,,South  Vietnam  Q180573,1968.0,False
21529171,Battle of Forum Julii,military conflict,5727,4052,0,25,Unknown,near  Fréjus Forum  Julii|Gallia  Narbonensis,,False
21529329,McMahon killings,civilian attack,13358,15490,5,86,+6,Kinnaird  Terrace|Belfast|Northern  Ireland,1922.0,False
21539058,Drone strikes in Pakistan,military conflict,107456,382013,177,336,"9 (U.S. intelligence agents, incl. CIA officers)",Federally  Administered  Tribal  Areas  Q208270,2004.0,False
21545467,Lithuanian partisans,military conflict,20195,46347,18,116,"30,000",Lithuanian  Soviet  Socialist  Republic  Q173761,1953.0,False
21572906,Battle of Lonato,military conflict,15872,22798,17,85,"2,000 casualties",Lonato  del  Garda  Q105039,1796.0,False
21592882,Balamorghab ambush,military conflict,5326,9226,4,22,"14 killed,<br/> 27 injured,<br/> 20 captured",Badghis  Q172052,2008.0,False
21596066,Ramadan Revolution,military conflict,18189,126830,10,88,100,Republic  of  Iraq  1958 68 Q3041595,1963.0,False
21599097,Operation Diesel,military conflict,3989,12435,1,25,None,Sangin  Q2457742,2009.0,False
21599941,Massacre of the Latins,civilian attack,9805,177977,13,55,Unknown,Constantinople  Q16869,1182.0,False
21612472,Stand in the Schoolhouse Door,civil conflict,14158,354293,18,78,,University  of  Alabama in  Tuscaloosa|Alabama,1963.0,False
21615635,Battle of Marsa Talamat,military conflict,10538,11499,10,31,"2 boats damaged, 1 crewman killed, 7 crewmen wounded",Marsa  Talamat  anchorage|Gulf  of  Suez|Egypt,1973.0,False
21630951,Battle of Aphek,military conflict,4403,17210,6,31,"5,600 Israelite soldiers<br/>Two Priests",Aphek  Q4779536,,False
21636599,Naxalite–Maoist insurgency,military conflict,70545,632215,101,190,"Since 1997: 2,277–3,440 killed",India  Q668,1967.0,False
21639829,Hilo massacre,civilian attack,9198,10590,6,64,+0,Hilo  Q216258,1938.0,False
21649915,Battle of Rudau,military conflict,6635,16433,11,44,26 Knights and 100 or 300 men,Melnikowo  Kaliningrad  Oblast Q978280,1370.0,False
21657843,Papua conflict,military conflict,69111,360930,113,187,"4,350 soldiers killed {{citation needed |date|=| July 2017}}",ubl Papua  province Papua and  West  Papua  province West  Papua|Indonesia New  Guinea,1962.0,False
21658609,2009 Khan el-Khalili bombing,civilian attack,5608,3839,7,29,+1,Khan  el- Khalili  Q1061621,2009.0,False
21663233,Battle of Ushant (1944),military conflict,6885,30651,3,41,1 ship damaged<br>None dead<br>None wounded<br>None captured,English  channel  Q34640,1944.0,False
21664160,Chiapas conflict,military conflict,38330,230157,12,129,,Chiapas  Q60123,1994.0,False
21674015,Convoy HX 72,military conflict,9587,8539,0,42,none,Western  Approaches,1940.0,False
21678759,Zapatista uprising,military conflict,6423,52296,12,36,,Chiapas  Q60123,1994.0,False
21679996,Battle of Wakde,military conflict,4993,13896,1,26,40 killed<br>107 wounded<br>2 Tanks lost,Wakde  Q4261487,1944.0,False
21686722,Battle of Utria,military conflict,1844,6655,2,20,32,Udria  Q989628,1919.0,False
21689407,War over Water (Jordan river),military conflict,13972,86939,9,47,,Jordan  Valley  Q2463859,1967.0,False
21690685,Battle of South Mogadishu,military conflict,4599,9332,3,42,,Mogadishu  Q2449,2009.0,False
21691158,Battle of Killala,military conflict,6203,11563,12,22,400–500 dead,Killala  Q1741335,1798.0,False
21692916,Action of 22 January 1809,military conflict,13789,3261,12,82,"2 killed, 1 wounded",Pointe- Noire  Q1014751,1809.0,False
21695631,Planned French invasion of Britain (1759),military conflict,20966,49217,6,105,,Normandy  Q18677875,1759.0,False
21706590,Siege of Madras,military conflict,8783,17148,11,57,,Chennai  Q1352,1759.0,False
21706976,Battle of Madras,military conflict,7476,37777,9,49,,Chennai  Q1352,1746.0,False
21709282,Bangladesh Rifles revolt,military conflict,29067,83945,52,87,"57 killed, 6 missing",Dhaka  Q1354,2009.0,False
21710997,NATO intervention in Bosnia and Herzegovina,military conflict,10590,186969,12,59,,Bosnia  and  Herzegovina  Q225,2004.0,False
21713100,Battle of Drina,military conflict,5945,38831,2,41,"17,000 killed & wounded",Gučevo  Q1502845|Drina  Q186901|Mačkov  Kamen  Q12755055,1914.0,False
21716463,2008 Beijing Drum Tower stabbings,civilian attack,7699,22000,12,27,2 (including the perpetrator),Gulou  and  Zhonglou  Q2741116,2008.0,False
21719978,Invasion of Georgia (1742),military conflict,10530,22108,12,54,Light,St Simons  Q1523372,1742.0,False
21722164,Battle of Ambos Nogales,military conflict,56258,106255,42,127,4 U.S. soldiers and 2 civilians killed<br/>28 U.S. soldiers and several civilians wounded,Nogales  Q79783,1918.0,False
21722734,Battle of Bucharest,military conflict,5386,34849,4,33,"60,000 soldiers<br>85 artillery pieces<br>115 machine guns",Bucharest  Q19660,1916.0,False
21732369,Battle of Enniscorthy,military conflict,4075,5718,4,16,~100–500 killed,Enniscorthy  Q987759,1798.0,False
21732829,Battle of Newtownmountkennedy,military conflict,1507,3730,1,8,,Newtownmountkennedy  Q1893671,1798.0,False
21737829,Ottoman–Safavid War (1603–18),military conflict,16001,38625,1,148,,West  Iran|South  Caucasus,1618.0,False
21738816,Battle of Bornhöved (1813),military conflict,4992,15989,0,36,21 dead<br>35 wounded<br>75 captured<br>2 cannons 1 howitzer captured,Bornhöved  Q520795,1813.0,False
21739585,English Wars (Scandinavia),military conflict,25350,53550,12,146,,Sweden  Q34|Denmark- Norway  Q62651|Germany  Q183,1814.0,False
21743789,Siege of Miletus,military conflict,1573,26969,0,24,Light,Miletus  Q169460,334.0,False
21744294,Thirteen Years' War (1454–66),military conflict,41280,98021,1,259,,Pomerelia  Q326188,1466.0,False
21754455,Planned French invasion of Britain (1744),military conflict,9508,23645,7,67,,Normandy  Q18677875,1744.0,False
21761998,Iranian Constitutional Revolution,civil conflict,29803,48276,15,184,,Iran,1911.0,False
21782733,Third Silesian War,military conflict,49133,65477,28,240,,Central  Europe  Q27509,1763.0,False
21783489,Prayer Pilgrimage for Freedom,civil conflict,7684,27247,10,56,,Washington|D C at  the  Lincoln  Memorial,1957.0,False
21785459,Battle of Dingle's Mill,military conflict,6159,3552,2,39,4 killed<br>20 wounded,Sumter  Q1010203,1865.0,False
21786013,2009 attack on the Sri Lanka national cricket team,civilian attack,65213,264194,123,255,6 Pakistani police officers <br/>2 civilians,Lahore  Q11739,2009.0,False
21802974,Battle of Alvøen,military conflict,12823,11585,3,44,5 killed,Bergen  Q26793,1808.0,False
21803081,Battle of Tifernum,military conflict,4120,6305,0,26,"2,000 dead",Città  di  Castello  Q20413,297.0,False
21804052,Battle of Inlon River,military conflict,1530,3239,0,21,"3,000 soldiers killed, both commanders [[Killed in action|KIA]]",Inlon  River|Anlu|Hubei|China,1800.0,False
21825716,Battle of Ertsukhi,military conflict,2817,6584,1,39,,Near  Ertsukhi,1104.0,False
21826016,Battle of Cape Sarych,military conflict,7813,25476,5,41,34 killed<br>24 wounded<br>1 battleship damaged,off  Cape  Sarych|Crimea|Black  Sea,1914.0,False
21837847,Operation Caravan,military conflict,19727,22458,24,72,Wounded: 8<br>Captured: 10<br>Missing: 2 Senussi of the Libyan Arab Force fate unknown.<br>Vehicles destroyed:<br>- 10 x 30cwt Chevrolets<br>- 4 x Willys Jeeps,Cyrenaica  Q165198,1942.0,False
21838531,Battle of Caldiero (1796),military conflict,7763,11044,7,61,"1,800 dead and wounded, 2 guns",Caldiero  Q46625,1796.0,False
21850723,Revolt of the Muckers,military conflict,10777,7793,10,45,"approximately 150, including Jacobina Maurer",Sapiranga  Q983717,1873.0,False
21851868,Battle of Transylvania,"military conflict, military conflict",11259,43705,6,86,Unknown,Transylvania  Q39473,1916.0,False
21852845,Cincomarzada,military conflict,2621,4522,0,15,,Zaragoza  Q10305,1838.0,False
21858604,Battle of Anchem,military conflict,15310,10747,10,103,Entire army disintegrated.,Debre  Zebit  Q3020938,1930.0,False
21868228,Siege of Mantua (1796–97),military conflict,24456,28566,23,146,"7,000 dead or wounded, 179 guns",Mantua  Q6247,1797.0,False
21871203,2009 Massereene Barracks shooting,civilian attack,26914,67184,47,100,2 soldiers,Massereene  Barracks|Antrim|County  Antrim|Northern  Ireland|United  Kingdom,2009.0,False
21872576,Incorporation of Xinjiang into the People's Republic of China,military conflict,10133,31413,10,70,,Xinjiang  Q34800,1949.0,False
21874221,Operation München,military conflict,12066,38917,16,74,"'''Total: 17,893'''<br/>8,519 killed/missing, 9,374 wounded<br/>255 aircraft <br>2 river monitors damaged<br>7 armored motor gunboats sunk",Bessarabia  Q174994,1941.0,False
21877513,2009 Baghdad police recruitment centre bombing,civilian attack,3273,6215,2,17,+28,Falastin  Street  Q5431668,2009.0,False
21880270,Operation Cockade,military conflict,15732,15348,21,65,None,Western  Front  Q216184,1943.0,False
21880529,Battle of Calatafimi,military conflict,4988,17566,7,30,32 killed <br>160-182 wounded <br>''~200 killed & wounded'',Calatafimi- Segesta  Q481594,1860.0,False
21887890,Operation Prairie,military conflict,30005,23795,20,97,226 killed <br>At least 5 helicopters shot down,Vietnamese  Demilitarized  Zone  Q2349960,1966.0,False
21888437,Siege of Antwerp (1832),military conflict,6802,22738,4,42,370 dead,Antwerp  Q12892,1832.0,False
21895119,Battle of Veracruz (1838),military conflict,22114,24215,6,83,64 killed<br />142 wounded,San  Juan  de  Ulúa  Q1696230|Veracruz  Q173270,1838.0,False
21895390,Battle of San Juan de Ulúa (1568),military conflict,18584,42054,28,69,1 galleon sunk<br />1 galleon damaged<br />20 dead,San  Juan  de  Ulúa  Q1696230,1568.0,False
21897533,Ayutthaya–Lan Na War (1441–1474),military conflict,8188,3729,0,68,,Northern  Ayutthaya  Kingdom Ayutthaya|Southern  Lan  Na sfn Jumsai 1976 pp 54 57,1976.0,False
21898839,Tea Party protests,civil conflict,60675,231663,140,210,,United  States,2010.0,False
21905302,Battle of Ostrołęka (1807),military conflict,7586,10693,28,49,"60 dead (including 1 general), <br>400-500 wounded",Ostrołęka  Q461287,1807.0,False
21906129,Battle of Loano,military conflict,9674,10443,4,62,"3,000",Loano  Q270782,1795.0,False
21909639,Battle of Brańsk,military conflict,1897,1518,0,14,,Brańsk  Q607410,1264.0,False
21909960,Thirteenth Siege of Gibraltar,military conflict,32643,13905,67,80,"118 killed,<br>207 wounded",Gibraltar  Q1410,1727.0,False
21912742,Geneva County massacre,civilian attack,15974,158555,21,57,11 (including the perpetrator),Geneva  Q80045,2009.0,False
21919058,Winnenden school shooting,"civilian attack, criminal",35048,259910,59,103,"'''Winnenden:''' 13 (including 12 at the Albertville-Realschule)<br />'''Wendlingen:''' 3 (including the perpetrator)
'''Total: 16'''",Winnenden  Q82741,2009.0,False
21923554,Operation Fritham,military conflict,50470,19923,0,120,12 killed<br />15 wounded<br /> 2 died of wounds,Spitsbergen  Q21162,1942.0,False
21924246,Portuguese conquest of French Guiana,military conflict,18863,22211,21,80,'''Portuguese:'''<br>1 killed<br>8 wounded.<br><br>'''British:'''<br>1 killed.<br>23 wounded,Cayenne  Q44401,1809.0,False
21927740,Barbara Pit massacre,civilian attack,28416,22742,22,94,"1,416",Huda  Jama|Socialist  Republic  of  Slovenia PR  Slovenia|Socialist  Federal  Republic  of  Yugoslavia FPR  Yugoslavia small modern- day  Slovenia,1945.0,False
21953176,Battle of Arlon (1793),military conflict,9700,5693,4,55,900,Arlon  Q675960,1793.0,False
21953633,Battle of Arlon (1794),military conflict,4682,5745,0,47,,Arlon  Q675960,1794.0,False
21954424,Battle of Rocheserviere,military conflict,6484,12830,3,31,10 killed<br/>60 wounded,Rocheservière  Q617864,1815.0,False
21956036,Battle of Sidi Brahim,military conflict,5378,11281,4,28,"~400 deaths <br />
Only 9 survive the battle",Sidi  Brahim  Q1650068,1845.0,False
21971726,Thurston High School shooting,"civilian attack, criminal",19924,500252,20,127,4 total; 2 at the school and perpetrator's parents,Springfield|Oregon br United  States,1998.0,False
21975800,Battle of Podu Iloaiei,military conflict,3181,12796,0,24,"250 Romanian casualties and 100 German casualties {{efn
| name |=| Eighth Army casualties
| The total German Eighth Army casualties for the period between 8 and 23 April were 60,000 and 20,000 were taken prisoners. |harvnb|Glantz|p|=|102|}} {{harvnb|Glantz|p|=|102}}",Eastern  Romania,1944.0,False
21975983,First Battle of Târgu Frumos,military conflict,16790,33697,0,96,unknown {{efn|name|=|Eighth Army casualties}},Târgu  Frumos  Q756578,1944.0,False
21976372,Take Ichi convoy,military conflict,19617,19467,30,98,None,Off  Luzon and  Sulawesi Celebes,1944.0,False
21982576,First Jassy–Kishinev Offensive,military conflict,9130,47203,0,77,"45,000 casualties {{sfn|Glantz|p|=|381}}",Eastern  Kingdom  of  Romania Romania,1944.0,False
