,n_conflict,id,title,categories,article_lenght,views,refs_count,link_count,death,locations,end_date_clean,ongoing
250,250,9881561,"St. Petersburg, Florida riots of 1996",civil conflict,9167,17248,12,28,,St Petersburg|Florida St Petersburg|Florida|United  States,1996.0,False
251,251,9902040,Operation Achilles,military conflict,10324,20494,7,59,"19 killed ([[Afghan National Army|ANA]]),<br>6 killed ([[United Kingdom|UK]]),<br> 6 killed ([[Canada]]),<br> 2 killed ([[United States|US]]),<br> 1 killed ([[Denmark]]),<br> 1 killed ([[Netherlands]]),<br> '''Total''': 35 killed |caus2| Unknown killed, estimates between 750-1,000 <br> 28 captured",Helmand  Q173821,2007.0,False
252,252,9925969,Cité Soleil raid of 2007,military conflict,2931,3516,2,15,4 civilians,Cité  Soleil  Q1016929,2007.0,False
253,253,9928640,Diyala campaign,military conflict,19103,28798,14,49,"106 killed (U.S. forces),<br>300 killed (Iraqi security forces)<br>22 killed (U.S.-allied Iraqi militia) <br>Total: 428 killed |caus2| 1,070+ killed, 500 captured",Diyala  Governorate  Q217075,2007.0,False
254,254,9973267,Eelam War II,military conflict,3435,22720,0,39,,Sri  Lanka  Q854,1995.0,False
255,255,10091194,Grozny OMON fratricide incident,military conflict,8001,14727,11,27,,Grozny  Q5196,2000.0,False
256,256,10184252,Battle of Mogadishu (March–April 2007),military conflict,13971,13742,23,41,"'''Civilian casualties:<br>'''1,176 Somali civilians killed ([[Hawiye]] claim) 4,600 Somali civilians wounded <br>11 Belarusian civilians [[2007 Mogadishu TransAVIAexport Airlines Il-76 crash|killed]]",Mogadishu  Q2449,2007.0,False
257,257,10217715,2007 Iranian arrest of Royal Navy personnel,military conflict,101955,12811,144,295,+0,Persian  Gulf  Q34675,2007.0,False
258,258,10348084,Galashki ambush,military conflict,4131,6206,8,38,"Officially 18 killed, 3 wounded, 1 missing |caus2| Unknown",Near  Galashki|Ingushetia,2000.0,False
259,259,10350473,Ingush–Chechen fratricide incident,military conflict,1673,3974,1,19,,Border  between  Chechnya and  Ingushetia,2006.0,False
260,260,10459024,2004 Iranian seizure of Royal Navy personnel,military conflict,6265,12481,9,26,,Persian  Gulf  Q34675,2004.0,False
261,261,10489916,Operation Sana,military conflict,34491,30237,1,176,Thousands of Serb civilians displaced,Bosnia  and  Herzegovina  Q225,1995.0,False
262,262,10503117,Operation Summer '95,military conflict,47876,27051,78,199,"12,000 {{ndash}} 14,000 Bosnian Serb refugees",Bosnia  and  Herzegovina  Q225,1995.0,False
263,263,10503993,Operation Mistral 2,military conflict,33890,51331,0,164,"Serb civilian casualties:<br/>655 civilians killed and 40,000–125,000 displaced (Serb claim)<br/>20,000 civilians displaced (UN claim)",Bosnia  and  Herzegovina  Q225,1995.0,False
264,264,10544831,Operation Kryptonite,military conflict,5137,13212,1,26,"None |caus2| 15 killed,<br> 10 captured",Helmand  Q173821,2007.0,False
265,265,10550442,Eelam War III,military conflict,13508,22561,4,82,"7,838 |caus2| 2,876",Sri  Lanka  Q854,2002.0,False
266,266,10550768,Eelam War IV,military conflict,50807,82122,77,272,"6,261 killed (government claim )<br> 29,551 wounded (government claim ) |caus2| 15,000 to 22,000 killed (government claim )",Sri  Lanka  Q854,2009.0,False
267,267,10551602,Operation Libelle,military conflict,7072,27918,7,56,No casualties<br />1 helicopter damaged |caus2| Unknown number of wounded<br>No reported deaths,Tirana  Q19689,1997.0,False
268,268,10558427,Tsotsin-Yurt operation,military conflict,6257,4549,4,73,"16 civilians killed or missing, numerous injured",Tsotsin- Yurt|Chechnya,2002.0,False
269,269,10558563,Operation Black Eagle,military conflict,3227,15985,2,20,"6 killed (U.S.)<br />1 killed (Poland)<br />29 killed (Iraq) |caus2| 25 killed, 39 captured",Al  Diwaniyah  Q694939,2007.0,False
270,270,10616276,Battle of Komsomolskoye,military conflict,16274,30493,22,60,Unknown civilian losses,Komsomolsky|Russia  Q6428650,2000.0,False
271,271,10798933,Battle of Kabul (1992–1996),military conflict,37521,9902,31,150,,Kabul  Q5838,1996.0,False
272,272,11015859,Republic Protests,civil conflict,55160,19218,92,275,,Ankara|İstanbul|Manisa|Çanakkale|İzmir,2007.0,False
273,273,11082369,2007 MacArthur Park rallies,civil conflict,19669,11403,29,57,36 injured <br /> 5 arrests |caus2| 7-15 injured,MacArthur  Park|Los  Angeles|California,2007.0,False
274,274,11109082,Operation Baja California,military conflict,14366,12826,27,73,,Baja  California  Q58731,2007.0,False
275,275,11161862,Fall of Mazar-i-Sharif,military conflict,23782,110228,48,113,"8 [[Junbish-i-Milli Islami Afghanistan|Junbish-i-Milli Islami]] and 30 [[Jamiat-e Islami]] fighters killed |caus2| 300+ killed, ~500 captured and ~1,000 defected",Mazar- i- Sharif  Q130469,2001.0,False
276,276,11193203,12 May Karachi violence,civil conflict,44633,41548,57,134,+48,Karachi  Q8660,2007.0,False
277,277,11321906,2007 Lebanon conflict,military conflict,40641,75423,44,183,"'''Civilian casualties''':<br />53 killed in the fighting,<br />12 killed in the bombings<br />
'''[[International Red Cross and Red Crescent Movement|International Red Cross]]''':<br />2 killed<br />'''[[United Nations Interim Force in Lebanon|UNIFIL]]''':<br />6 soldiers killed, 2 wounded",Fighting Nahr  al- Bared|Tripoli|Lebanon Tripoli|Ain  al- Hilweh br  Bombings Beirut|Aley|Zouk  Mosbeh br  Attack  on  UNIFIL Khiam,2007.0,False
278,278,11337760,1996–97 protests in Serbia,civil conflict,15220,13616,15,71,,Belgrade br Niš br Novi  Sad br Kragujevac,1997.0,False
279,279,11416171,Operation Forsythe Park,military conflict,5631,1290,1,30,6 killed |caus2| Multiple killed,Albu  Bali|Iraq,2007.0,False
280,280,11417094,Operation Able Rising Force,military conflict,2154,5890,0,22,,Khadisia|Iraq,2005.0,False
281,281,11451690,Operation Hoover,military conflict,4117,11390,3,33,'''Canada:''' <br> 1 killed ([[landmine]]) |caus2| 60-100 killed,Zhari  District|Kandahar  Province|Afghanistan,2007.0,False
282,282,11476555,Operation Dragon Fire East,military conflict,2705,663,0,32,,East  Rashid  of  Baghdad|Iraq,2007.0,False
283,283,11476780,Operation Valiant Guardian,military conflict,3151,6197,1,28,,Al  Anbar  Governorate  Q187334,2007.0,False
284,284,11477347,2007 RCTV protests,civil conflict,33627,8068,55,113,,flag Venezuela,2007.0,False
285,285,11564245,Operation Steel,military conflict,5600,17758,9,18,"200 civilians killed 15,000 Iraqi Kurdish civilians displaced",Iraqi  Kurdistan  Q205047,1995.0,False
286,286,11564371,Operation Hammer (1997),military conflict,7366,31492,13,33,"'''Turkey:'''<br/>
114 killed, 338 wounded <br>
'''KDP:'''<br/>
~200 killed <br/>
'''Total: 314 killed''' |caus2| '''PKK:'''<br/>
2,730 killed, 415 captured (Turkish claim)",Iraqi  Kurdistan  Q205047,1997.0,False
287,287,11568789,Battle of Bargal (2007),military conflict,2401,4334,0,21,12 killed |caus2| '''Puntland:'''<br/>5 wounded<br/>'''United States:'''<br/>None,Bargal  Q808131,2007.0,False
288,288,11594420,Operation Warrior's Rage,military conflict,3159,5148,0,20,None reported |caus2| 33 captured,Baghdad  Q1530,2005.0,False
289,289,11607508,Operation Pickaxe-Handle,military conflict,7006,18023,7,41,"3 killed, 24 wounded (UK), <br>1 killed (Canada),<br>7 killed (US) |caus2| Over 100 confirmed killed<br>~150+ (British estimates)",Helmand  Q173821,2007.0,False
290,290,11620890,Action of 18 March 2006,military conflict,7240,20526,8,36,1 cruiser superficially damaged |caus2| 1 skiff destroyed<br>2 skiffs captured<br/>1+ killed<br/>12 captured (5 wounded),convert 25 nmi km 0 off  the  coast  of  Somalia,2006.0,False
291,291,11794363,Operation Tiger Hammer,military conflict,2291,5834,0,11,None |caus2| 9 captured,the  Adhamiyah  District Baghdad|Iraq,2007.0,False
292,292,11805283,Operation Badlands,military conflict,2110,6094,0,17,,Saqlawiyah  Q3950238,2005.0,False
293,293,11838714,Operation Ardennes,military conflict,2825,5900,0,18,4 wounded |caus2| 2 captured,Muwayllihah|Iraq,2007.0,False
294,294,11838899,Operation Arbead II,military conflict,3141,6273,0,16,4 wounded |caus2| 36 detained,Fallujah  Q191170,2007.0,False
295,295,11839597,Operation Able Warrior,military conflict,2613,5942,1,17,None reported |caus2| 41 captured,Baghdad  Q1530,2005.0,False
296,296,11843437,Battle of Chora,military conflict,11830,37207,7,38,65 civilians killed,Urozgan  Q183028,2007.0,False
297,297,11847958,Battle of Baqubah,military conflict,29445,45528,34,71,"22 killed, 40 wounded (U.S. Task Force Regulars 14–17 March June 2007);<br/>9 killed, 15 wounded (U.S. Operation Arrowhead Ripper 18–31 June August 2007);<br/>7 killed, 15 wounded (Iraqi Army); <br/>2 killed (U.S.-allied Iraqi militia)<br/>3 killed (Iraqi police) |caus2| 227+ killed, some 100 detained <br>",Baqubah  Q270821,2007.0,False
298,298,11870000,Operation Phantom Thunder,military conflict,19212,26306,25,109,"140 killed (U.S.),<br/>220 killed (Iraqi security forces),<br/>20 killed (U.S.-allied Iraqi militia), <br/>1 [[OH-58 Kiowa]] and<br/>1 [[AH-64 Apache]] [[List of aviation accidents and incidents during the Iraq War|shot down]] |caus2| 1,196 killed (46 bombers),<br/>6,702 captured,<br/>51 boats destroyed,<br/>1,113 weapons caches destroyed,<br/>382 high value individuals captured or killed,<br/>2,299 IEDs cleared,<br/>52 VBIEDS neutralized,<br/>142 total Battalion-level Joint Operations",Iraq  Q796,2007.0,False
299,299,11905460,Operation Commando Eagle,military conflict,4673,8301,5,32,"7 killed (U.S.),<br />18 killed (Iraqi security forces) |caus2| 12 killed, 33 detained",Iraq  Q796,2007.0,False
300,300,11919242,Operation Marne Torch,military conflict,11674,9278,11,63,"13 killed (U.S.),<br />3 killed (Iraqi security forces),<br />1 [[OH-58 Kiowa]] [[List of aviation accidents and incidents during the Iraq War|shot down]] |caus2| 88 killed, 278 detained",Babylon  Governorate  Q59202,2007.0,False
301,301,11959332,Operation Sledgehammer (2007),military conflict,1995,2238,0,14,None |caus2| 8 captured <br /> 10 82mm mortar rounds detained <br /> ten 102mm mortar rounds detained <br /> 2 improvised explosive devices detained,Jabella|Iraq,2007.0,False
302,302,12070507,Siege of Lal Masjid,military conflict,67859,192421,73,261,"14 civilians killed, 204 injured",Lal  Masjid  Q915851,2007.0,False
303,303,12159978,Action of 3 June 2007,military conflict,4454,13271,1,19,None |caus2| 3 skiffs sunk,off  Somalia coast,2007.0,False
304,304,12202103,2007 Basilan beheading incident,military conflict,6885,18378,7,34,14–23 dead <br>(11 beheaded)<br> 9 wounded |caus2| 20 dead,Tipo- Tipo  Q667595,2007.0,False
305,305,12209826,Operation Saber Guardian,military conflict,3745,7460,1,27,Not Reported |caus2| 20 killed <br /> 20 captured <br /> 2 weapon caches detained <br /> 12 explosives detained,Sherween|Iraq,2007.0,False
306,306,12209993,Operation Stampede 3,military conflict,1982,5551,0,18,Not Reported,Baghdad  Q1530,2007.0,False
307,307,12275316,Operation Marne Avalanche,military conflict,2345,5861,1,13,872 killed {{Citation needed|date|=|March 2008}},southern  Baghdad|Iraq,2007.0,False
308,308,12284092,Operation Leyte Gulf,military conflict,2619,5621,0,28,None |caus2| 1 Captured,south  of  Mahmudiyah|Iraq,2007.0,False
309,309,12284609,Operation Polar Tempest,military conflict,3912,5427,0,40,None |caus2| 1 Insurgent killed <br/> 12 captured,the  villages  near  al- Owesat and  al- Thobat,2007.0,False
310,310,12292492,Operation Purple Haze,military conflict,3181,6317,0,36,None |caus2| Two caches of homemade explosives detained,Baghdad  Q1530,2007.0,False
311,311,12297779,Operation Gaugamela,military conflict,6169,5550,0,43,None |caus2| None,just  west  of  Kirkuk,2006.0,False
312,312,12311398,Operation Alljah,military conflict,7996,13070,6,38,"6 killed (U.S.),<br />20 killed (Iraqi security forces) |caus2| 39 killed (10 bombers)",Fallujah  Q191170,2007.0,False
313,313,12336420,War in North-West Pakistan,"military conflict, military conflict",189509,743305,262,846,"'''Pakistan''':<br/>4,302+ to 8,200+ security forces personnel killed and 14,500+ soldiers wounded ----
'''United States''':<br/>15 soldiers killed |caus2| [[List of Taliban fatality reports in Pakistan|28,809+ militants]] - 31,000 killed",Federally  Administered  Tribal  Areas  Q208270,2004.0,False
314,314,12378554,Battle of Wanna,military conflict,18699,3739,16,113,"17 soldiers killed, <br>11 soldiers captured,<br>33 soldiers wounded |caus2| 55 Al-Qaida fighters killed, <br>150 fighters captured",Wana  Q1026635,2004.0,False
315,315,12380891,Eastern Theater of Eelam War IV,military conflict,25991,9842,38,89,,Sri  Lanka  Q854,2007.0,False
316,316,12531279,Operation Hammer (Afghanistan),military conflict,4659,10852,1,27,3 killed ([[United Kingdom|UK]]) |caus2| 100+ killed,Helmand  Q173821,2007.0,False
317,317,12546996,Operation Ancient Babylon,military conflict,7748,11758,2,33,36 casualties |caus2| unknown but high,Mostly  Nasiriyah|Iraq,2006.0,False
318,318,12587684,Operation Shurta Nasir,military conflict,4109,13365,1,28,"none |caus2| several captured, few killed",Hīt  Q2422345,2007.0,False
319,319,12668626,Battle of Firebase Anaconda,military conflict,3159,15962,4,14,None |caus2| 20,Urozgan  Q183028,2007.0,False
320,320,12679281,Operation Jacana,military conflict,14990,22169,22,54,None |caus2| 11+ killed and 9 captured,Khost  Q185752|Paktia  Q182493,2002.0,False
321,321,12726355,Friendly fire incident at Sangin,military conflict,8650,9337,11,46,"1 killed, 1 wounded (U.S.)<br>1 killed, 3 wounded (Canada) <br>8 killed, 1 wounded (ANA) |caus2| 32 killed",Helmand  Q173821,2006.0,False
322,322,12749599,Operation Phantom Strike,military conflict,14632,19674,11,64,"11 killed (U.S.) |caus2| 330+ killed, 83 captured",Iraq  Q796,2008.0,False
323,323,12781964,Samashki massacre,military conflict,22447,30798,27,131,100–300 civilians killed,Samashki  Q4406481,1995.0,False
324,324,12840745,Battle of Donkey Island,military conflict,4134,24120,2,22,"2 killed, 11 wounded |caus2| 32 killed",Ramadi  Q192961,2007.0,False
325,325,12941807,Siege of Freetown,military conflict,1552,6496,1,20,,Sierra  Leone  Q1044,1998.0,False
326,326,12945449,Tuareg rebellion (2007–2009),military conflict,113624,11987,175,327,'''Civilian casualties''':<br>At least 10 Malian and tens to hundreds of Nigerien civilians killed,Northern  Niger and  Northeast  Mali,2009.0,False
327,327,12988220,Battle of Basra (2003),military conflict,40609,74341,91,83,395–515 killed <br>14 tanks destroyed |caus2| 11 killed (UK),Basra  Q48195,2003.0,False
328,328,12993629,Battle of Karbala (2007),military conflict,3185,26959,5,24,52 killed (including 10 policemen),Karbala  Q199909,2007.0,False
329,329,13004473,2007–08 Ethiopian crackdown in Ogaden,military conflict,20307,9399,28,84,"'''Civilian casualties''':<br /><1,000 killed",Somali  Region  Q202800,2008.0,False
330,330,13153771,Insurgency in the Maghreb (2002–present),military conflict,153504,227329,332,511,"'''''Major conflict casualties:'''''
* 2002: 1,100+ killed in Algeria * 2003: 1,162 killed in Algeria * 2004: 429 killed in Algeria * 2005: 488 killed in Algeria * 2006: 323 killed in Algeria '''Algeria: 3,502+ total killed (2002–06)'''<br>
'''Mali: 3,300+ killed ([[Northern Mali conflict|2012–17]])''' <br>
'''Libya: 10,071+ killed ([[Libyan Civil War (2014–present)|2014-18]]), 20,000+ wounded ([[Libyan Civil War (2014–present)|as of May 2015]])'''",Maghreb  Q28227,2002.0,False
331,331,13311272,Ramadan Offensive (2003),military conflict,6242,6155,2,29,"{{flagicon|USA}} 75 killed,<br> {{flagicon|Iraq|1991}} 50+ killed,<br> {{flagicon|Italy}} 17 killed,<br> {{flagicon|UK}} 1 killed,<br> {{flagicon|Poland}} 1 killed |caus2| 100+ killed",Iraq  Q796,2003.0,False
332,332,13314663,Ramadan Offensive (2006),military conflict,3442,3440,2,35,"97 killed (U.S.),<br>300+ killed (Iraqi Security Forces), <br> 2 killed (Denmark),<br>1 killed (U.K.),<br>1 killed (El Salvador) |caus2| Unknown",Iraq  Q796,2006.0,False
333,333,13368513,Saffron Revolution,civil conflict,126582,200645,205,311,,Myanmar,2008.0,False
334,334,13411107,2007 United States Air Force nuclear weapons incident,military conflict,50667,354563,51,152,,Minot  Air  Force  Base  Q1114128|Barksdale  Air  Force  Base  Q808307,2007.0,False
335,335,13425800,War on Terror,military conflict,204184,2896962,287,918,,Earth  Q2,2016.0,False
336,336,13461184,War in Abkhazia (1998),military conflict,8736,30101,18,39,"35 Georgian civilians killed<br>30,000–40,000 displaced",Abkhazia  Q23334,1998.0,False
337,337,13461783,2001 Kodori crisis,military conflict,4938,21869,7,26,At least 40 killed,Kodori  Valley  Q610055,2001.0,False
338,338,13582438,2004 French–Ivorian clashes,military conflict,8932,26443,8,51,1 US citizen killed,Ivory  Coast  Q1008,2004.0,False
339,339,13635800,Battle of Mirali,military conflict,5898,858,7,28,47 killed<br>20 wounded |caus2| 175 killed<br>100 wounded,Mir  Ali  Tehsil  Q3308053,2007.0,False
340,340,13643609,Bronze Night,civil conflict,69386,50661,132,215,,Tallinn|Estonia,2007.0,False
341,341,13667221,First Battle of Yeonpyeong,military conflict,10578,107183,8,46,"1 [[torpedo boat]] sunk,<br>3 patrol boats severely damaged,<br>2 patrol boats slightly damaged,<br>17-30 killed,<br>~70 wounded |caus2| 1 [[corvette]] slightly damaged,<br>1 [[patrol]] boat slightly damaged,<br>9 wounded",Northern  Limit  Line|Yellow  Sea,1999.0,False
342,342,13683268,Operation Dawn (1997),military conflict,4105,17859,6,20,"31 killed, 91 wounded |caus2| 865 killed, 37 captured (According to Turkey)",Iraqi  Kurdistan  Q205047,1997.0,False
343,343,13709567,2007 Zhani-Vedeno ambush,military conflict,3111,5610,1,22,"4 killed, 10–16 wounded<br>25 killed (rebel claim) |caus2| 1 killed, several wounded (rebel claim)",Zhani- Vedeno|Chechnya,2007.0,False
344,344,13726970,Battle of Mullaitivu (1996),military conflict,32476,25944,39,151,"~330 killed |caus2| ~1,400 killed",Mullaitivu  Q507144,1996.0,False
345,345,13727911,Second Battle of Elephant Pass,military conflict,11442,24068,13,61,"88 killed<br> 100+ missing<br> 455 wounded(SLA claim)<br> 1,000+ killed<br> 1,687 wounded(LTTE claim) |caus2| 35 killed(LTTE claim)",Elephant  Pass  Q1326283,2000.0,False
346,346,13729242,Thandikulam–Omanthai offensive,military conflict,2582,3164,1,18,"700 killed<br>1,500 wounded |caus2| 165 killed",Sri  Lanka  Q854,1997.0,False
347,347,13733904,SLA December 2006 offensive,military conflict,2519,1549,1,15,70 killed<br>175 wounded |caus2| 4 killed<br>(LTTE claim),Vakarai  Q7908969,2006.0,False
348,348,13759569,Battle of Point Pedro (2006),military conflict,2447,5041,2,16,"17 killed, 1 boat sunk |caus2| 54 killed, 5 boats sunk",Jaffna  Q215277,2006.0,False
349,349,13769741,Battle of Jaffna (2006),military conflict,4847,9597,4,21,300 + killed<br>800+ wounded<br>(SLA claim) <br> 1000+ killed (LTTE claim) |caus2| 900 killed<br>(SLA claim) <br> 224 + killed (LTTE claim),Jaffna  Q215277,2006.0,False
350,350,13821075,Battle of Jaffna (1995),military conflict,4235,19256,4,27,"500 killed (According to Sri Lankan Government claims) |caus2| 2,000 killed (According to Sri Lankan Government claims)",Jaffna  Q215277,1995.0,False
351,351,13844123,Siege of Sangin,military conflict,14474,39731,11,90,"9 killed (UK) |caus2| Varying estimates: ""Dozens to several hundred"" killed",Helmand  Q173821,2007.0,False
352,352,13848724,October 2007 clashes in Hakkâri,military conflict,29691,9080,63,143,17 civilians wounded,Hakkâri  Province  Q93209,2007.0,False
353,353,13861974,Northern Theater of Eelam War IV,military conflict,17190,9720,27,38,,Sri  Lanka  Q854,2009.0,False
354,354,13989454,Action of 28 October 2007,military conflict,7959,14446,8,35,None |caus2| 2 skiffs sunk,Gulf  of  Aden  Q41837,2007.0,False
355,355,14093307,Battle of the CIMIC House,military conflict,6052,4373,2,40,"1 killed (Accidental), 6 wounded |caus2| 200+ confirmed killed",Southern  Iraq,2004.0,False
356,356,14174890,Battle of Mogadishu (November 2007),military conflict,4194,8745,8,24,83 civilians killed,Mogadishu  Q2449,2007.0,False
357,357,14253494,Helmand province campaign,military conflict,70402,90695,78,251,"[[File:ISAF-Logo.svg|25px]] '''ISAF'''<br> 800 killed <br> {{collapsible list | [[United Kingdom]]: 398 killed|ref| name=""icasualties""| | [[United States]]: 126 killed|ref| name=""icasualties""| | [[Denmark]]: 36 killed|ref| name=""icasualties""| | [[Georgia (country)|Georgia]]: 26 killed|ref| name=""icasualties""| | [[Estonia]]: 8 killed|ref| name=""icasualties""| | [[Canada]]: 3 killed |ref| name=""icasualties""| | [[France]]: 2 killed|ref| name=""icasualties""| | [[Netherlands]]: 1 killed|ref| name=""icasualties""| | [[Poland]]: 1 killed|ref| name=""icasualties""| | [[Czech Republic]]: 1 killed|ref| name=""icasualties""}} <br/> {{flagicon|Afghanistan}} '''Islamic Republic of Afghanistan'''<br>Unknown",Helmand  Q173821,2006.0,False
358,358,14370867,South Armagh Sniper (1990–1997),military conflict,29315,81095,80,134,1 sniper team captured |caus2| 7 soldiers killed<br>2 constables killed<br>1 constable wounded,County  Armagh  Q192761,1997.0,False
359,359,14450375,2007 Villiers-le-Bel riots,civil conflict,10690,9771,18,66,,Villiers- le- Bel|Val- d Oise|France incidents  occurred  elsewhere  in  France,2007.0,False
360,360,14462948,Second Battle of Yeonpyeong,military conflict,9277,262399,7,47,"1 patrol boat sunk, 6 men killed, 18 wounded |caus2| 1 patrol boat severely damaged, 13 men killed, 25 wounded",Northern  Limit  Line|Yellow  Sea,2002.0,False
361,361,14463377,Battle of Amami-Ōshima,military conflict,8279,89718,12,37,15 killed <br>1 naval trawler sunk |caus2| 3 wounded <br>1 patrol boat damaged,Off  the  coast  of  Amami- Ōshima|in  the  East  China  Sea,2001.0,False
362,362,14479401,Manila Peninsula siege,military conflict,34245,79084,42,134,,Makati  Q1508,2007.0,False
363,363,14512623,Battle of Weymouth,"military conflict, military conflict",6091,3144,2,34,,Weymouth  Q661619,2016.0,False
364,364,14609626,Battle of Sampur,military conflict,5409,5386,7,20,33 killed (SLA claim) {{Citation needed|date|=|July 2008}} |caus2| 200+ killed (SLA claim) {{Citation needed|date|=|July 2008}},Sampur|Trincomalee  Q7410266,2006.0,False
365,365,14626591,Battle of Musa Qala,military conflict,46088,62546,54,149,2–40 civilians killed.,Musa  Qala  Q1953989,2007.0,False
366,366,14646918,Conflicts between Iglesia ni Cristo and Members Church of God International,civil conflict,21439,64283,33,62,,Apalit|Pampanga|Philippines,2005.0,False
367,367,14687290,Kivu conflict,military conflict,71422,270261,126,241,Unknown,Kivu|Democratic  Republic  of  the  Congo small spillovers  in  Burundi and  Katanga  Province|Democratic  Republic  of  the  Congo small,2004.0,False
368,368,15001678,2007–08 Kenyan crisis,military conflict,113942,171285,162,163,"800–1,500 killed <br />180,000 -600,000 displaced",Kenya  Q114,2008.0,False
369,369,15466587,Ninawa campaign,military conflict,32746,20708,37,73,548 civilians killed,Nineveh  Governorate  Q189352,2008.0,False
370,370,15552798,Battle of N'Djamena (2008),military conflict,40693,19753,81,121,"'''Civilian casualties''':<br /> At least 160 killed and 1,000 wounded ([[Red Cross]]) <br />At least 100 killed and 700 wounded ([[Médecins Sans Frontières|MSF]]) <br />At least 400 killed (President Déby) '''Total casualties:'''<br/>540 killed (Uppsala Conflict Data Program) <br />700 killed, including those killed in [[Massaguet]] (President Déby)",N Djamena  Q3659,2008.0,False
371,371,15775656,Kunduz airlift,military conflict,9240,38150,13,69,,Kunduz  Q108155,2001.0,False
372,372,15783711,Indonesian occupation of East Timor,military conflict,128004,286529,259,380,"Estimates range from 100,000–300,000 dead ([[Indonesian occupation of East Timor#Number of deaths|see below]])",East  Timor  Q574,1999.0,False
373,373,15802807,Operation Harekate Yolo,military conflict,7819,18490,8,43,1 killed (After Battle) |caus2| 59–79 killed,North- west  Afghanistan,2007.0,False
374,374,15822502,1999 East Timorese crisis,military conflict,19271,144835,33,81,,East  Timor  Q574,2002.0,False
375,375,15853129,2008–09 Sri Lankan Army Northern offensive,military conflict,55710,29610,83,96,"396 civilians killed January–September 2008 <br />20,000-40,000 civilians killed January 2009-May 2009",Northern  Province  Q598745,2009.0,False
376,376,15884842,2008 protests against Kosovo declaration of independence,civil conflict,38314,8674,75,159,Over 100 injured |caus2| Over 200 injured <br> 1 death,Largest  protests  and  unrest  occurred  in  Serbia|with  several  protests  also  having  taken  place  in  Bosnia  and  Herzegovina|Montenegro|and  elsewhere,2008.0,False
377,377,15893388,2008 Turkish incursion into northern Iraq,military conflict,38963,31398,65,81,"24 soldiers killed <br>
3 village guards killed <br />
1 [[AH-1 Cobra]] lost |caus2| 237 Killed<br/> 3 captured  (Turkish Claim) <br/>10 Killed (PKK Claim)",Iraqi  Kurdistan  Q205047,2008.0,False
378,378,16041867,2008 Armenian presidential election protests,civil conflict,89115,43240,77,167,,Yerevan|Armenia,2008.0,False
379,379,16101018,2008 Mardakert skirmishes,military conflict,22529,19304,32,79,"Dead: <br>None <small>(Armenian claim)</small><br>
12 <small>(Azerbaijani claim)</small>

Wounded:<br>
2 <small>(Armenian claim)</small> <br>15 <small>(Azerbaijani claim)</small> |caus2| Dead: <br>4 <small>(Azerbaijani claim)</small><br>
8 <small>(Armenian claim)</small>

Wounded:<br>
2 civilians <small>(Azerbaijani claim)</small> <br>
7 <small>(Armenian claim)</small>",Aghdara  Q794712,2008.0,False
380,380,16256457,2008 invasion of Anjouan,military conflict,31376,70911,42,110,11 civilians injured,Anjouan  Q231324,2008.0,False
381,381,16330318,2003–04 Indonesian offensive in Aceh,military conflict,6155,14500,5,26,approximately 2000 rebel fighters killed,Aceh  Q1823,2004.0,False
382,382,16339514,Insurgency in Aceh,military conflict,60656,92003,91,131,"15,000 total dead",Aceh  Q1823,2005.0,False
383,383,16562878,Siege of UK bases in Basra,military conflict,7279,20143,7,38,32 killed (UK)<br>1 killed (DK) |caus2| unknown,Basra  Q48195,2007.0,False
384,384,16567794,Battle of Basra (2008),military conflict,43919,66144,75,129,'''Civilian casualties:'''<br />50 killed,Basra  Q48195,2008.0,False
385,385,16593394,Iraq spring fighting of 2008,military conflict,77871,24471,139,103,"1,112 Iraqi civilians killed,<br/>2 U.S. and 2 Indian civilians killed",Iraq  Q796,2008.0,False
386,386,16795536,Siege of Sadr City,military conflict,39474,247725,47,86,,Sadr  City  Q1017715,2008.0,False
387,387,17029162,Operation Kaika,military conflict,5185,9658,5,28,"2 American soldiers [[Killed in action|killed]],<br/>3 Afghan interpreters, Entire contingent of Afghan police |caus2| 120 killed",Near  Kandahar|Afghanistan,2006.0,False
388,388,17229910,Belgrade Offensive,military conflict,49305,117025,13,262,"'''Soviets''':<br>4,350 killed or missing<br>14,488 wounded or sick<br>18,838 overall '''Yugoslav Partisans''':<br>2,953 dead<br><small>(assault on Belgrade only)</small> {{sfn|Biryuzov|1964|p|=|260}} |caus2| 45,000",Belgrade  Q3711,1997.0,False
389,389,17285187,2008 al-Qaeda offensive in Iraq,military conflict,13316,7321,31,25,250+ civilians killed,Iraq  Q796,2008.0,False
390,390,17321280,Dinnieh clashes,military conflict,4444,5901,6,31,12 killed |caus2| 25 killed<br>55 captured,Dinnieh  district,2000.0,False
391,391,17327836,2008 conflict in Lebanon,military conflict,49577,73276,72,191,"23 Lebanese civilians killed, <br>1 Australian civilian killed, <br>17 soldiers killed <br>2 policemen killed",Lebanon  Q822,2008.0,False
392,392,17359661,2008 attack on Omdurman and Khartoum,military conflict,16445,14009,27,85,30 civilians killed (government claim),Khartoum  Q1963,2008.0,False
393,393,17431166,2008 UEFA Cup Final riots,military conflict,32264,60433,58,98,,Manchester  city  centre  Q2166304,2008.0,False
394,394,17435879,2005 Hit convoy ambush,military conflict,4796,9259,5,13,"16 killed, 1 injured and captured |caus2| Unknown if any",Hīt  Q2422345,2005.0,False
