id,title,categories,article_lenght,views,refs_count,link_count,death,end_date,location,end_date_clean
8854321,Auto-Lite strike,civil conflict,37430,27013,40,86,'''Deaths''': 2<br />'''Injuries''': 200+<br />'''Arrests''': 6+,+1934-06-03T00:00:00Z,"[[Toledo, Ohio]]",1934
52262744,Mass executions in ISIL occupied Mosul,civilian attack,32037,19159,92,29,"2,070 (according to officials in August 2015)",10 June 2014 – 10 July 2017,Mosul (Q83317),2017
52960336,Kidnapping and killing of Jee Ick-Joo,"civilian attack, Korean name",10654,46725,13,49,Jee Ick-Joo,"October 18, 2016","'''Kidnapping:'''<br> {{nowrap|[[Angeles, Philippines|Angeles]], [[Pampanga]]}} <br>'''Body discovered:'''<br> {{nowrap|[[Camp Crame]], [[Quezon City]], [[Philippines]]}}",2016
14240770,Bodo League massacre,civilian attack,18476,320009,26,73,+150000,Summer of 1950,Korea (Q18097),1950
48545523,November 2015 Paris attacks,civilian attack,143289,8036621,290,313,+137,{{start date|df|=|yes|2015|11|13|21|16}} &nbsp;–<br /> {{End date|df|=|yes|2015|11|14|00|58}} &nbsp;,"[Bataclan (Q810700), Ghencea (Q13205), rue Bichat (Q3447153), rue de la Fontaine-au-Roi (Q3451422), rue de Charonne (Q3450653), boulevard Voltaire (Q2921966)]",2015
28289617,2010 Badakhshan massacre,civilian attack,43778,36207,71,111,+10,6 August 2010,Badakhshan (Q165376),2010
25069258,2009 Jaipur fire,civilian attack,26960,66083,15,62,+12,{{Start date|2009|10|29|df|=|yes}},Jaipur (Q66485),2009
32617560,1981 Hama massacre,civilian attack,5625,18803,7,40,350 - 400,April 1981,Hama (Q173545),1981
13024263,The 20 Hunchakian gallows,civilian attack,7484,7930,7,45,,{{Start date|1915|06|15}},Beyazıt Square (Q6043077),1915
10819217,1985 Newry mortar attack,civilian attack,9011,45118,14,50,9,28 February 1985,Newry (Q269980),1985
40030880,2013 Beijing Capital International Airport bombing,civilian attack,5172,6835,7,26,,20 July 2013,"Terminal 3 of [[Beijing Capital International Airport]] in [[Beijing]], [[China]]",2013
28108359,Estadio Nacional disaster,civilian attack,4427,49184,3,29,+328,{{start date|1964|05|24|df|=|y}},Estadio Nacional (Q1369495),1964
45715021,2015 Gothenburg pub shooting,civilian attack,14661,26639,20,49,2,18 March 2015,Gothenburg (Q25287),2015
56900222,March 2018 Kabul suicide bombing,civilian attack,8593,22558,13,51,33 (+1 attacker),"March 21, 2018","[[Kabul]], [[Afghanistan]]",2018
28883826,Maywand District murders,civilian attack,41503,348329,75,108,At least 3 Afghan civilians,January – May 2010,Kandahar (Q173808),2010
3137442,Wonderland murders,civilian attack,17415,960440,24,81,Barbara Richardson<BR>Ron Launius<BR>Joy Miller<BR>Billy DeVerell<BR>,{{start date|1981|7|1}},8763 Wonderland Avenue in the [[Laurel Canyon]] section of [[Los Angeles]],1981
58110927,Fredericton shooting,civilian attack,14458,23179,27,44,+4,10 August 2018,Fredericton (Q2138),2018
24211167,Siege of Fort Crozon,military conflict,20065,9143,25,79,700 killed & wounded or sick & dead to disease,+1594-11-19T00:00:00Z,"Present day [[Pointe des Espagnols]], [[France]]",1594
54882682,Expedition to Samosata,military conflict,2886,1166,3,18,unknown,1098,Anatolia (Q51614),1098
4595773,Battle of La Higueruela,military conflict,3049,22925,3,35,Unknown,1 July 1431,Vega de Granada (Q1116489),1431
35903066,2012 Abyan offensive,military conflict,20151,9876,35,51,429 militants killed,+2012-06-15T00:00:00Z,Zinjibar (Q204391),2012
11782884,Goguryeo–Wei War,military conflict,26817,19811,54,113,"6,000?",244-245,Manchuria (Q81126),245
3093402,Middle Eastern theatre of World War I,military conflict,79733,366151,61,434,"'''~1,250,000''' {{Collapsible list 
|title |=| Breakdown 
|'''Casualties by country'''
* |flagicon|British Empire| 1,005,000
* |flagicon|Russian Empire| 140,000+
* |flagicon|French Third Republic| 47,000+
* |flagicon|Kingdom of Italy| 11,000+}} {{flagicon|British Empire}} 1,005,000
* {{flagicon|Russian Empire}} 140,000+
* {{flagicon|French Third Republic}} 47,000+
* {{flagicon|Kingdom of Italy}} 11,000+",+1918-10-30T00:00:00Z,"[Central Asia (Q27275), Middle East (Q7204)]",1918
36059054,Battle of al-Haffah,military conflict,9364,16544,16,21,23 killed,+2012-06-13T00:00:00Z,Al-Haffah (Q2371098),2012
20070084,Action of 11 September 1779,military conflict,3623,5624,4,33,light,11 September 1779,"off [[Charleston, South Carolina|Charles Town]], [[South Carolina]]",1779
12347670,Battle of Vasilika,military conflict,2373,8518,2,23,35 killed,25 August 1821,"Vasilika, [[Greece]]",1821
36925226,Siege of Naples (536),military conflict,2242,11983,0,23,,+0536-11-00T00:00:00Z,Naples (Q2634),0536
112274,The Blitz,military conflict,121164,2387071,189,368,,None,,
56433,Operation Market Garden,military conflict,153800,2210730,63,501,"{{ublist
  |strong|Casualties|:|15,326–17,200
  |strong|Losses|:|88 tanks|efn|XXX Corps lost 70 tanks while VIII and XII Corps lost c. 18 tanks.|sfn|MacDonald|1963|p|=|199|loc|=|and endnotes|144 transport aircraft|sfn|MacDonald|1963|p|=|199}} {{strong|Casualties}} : {{strong|Losses}} : {{efn|XXX Corps lost 70 tanks while VIII and XII Corps lost c. 18 tanks.|sfn|MacDonald|1963|p|=|199|loc|=|and endnotes}} {{sfn|MacDonald|1963|p|=|199|loc|=|and endnotes}} {{sfn|MacDonald|1963|p|=|199}}",+1944-12-25T00:00:00Z,Netherlands (Q55),1944
57998,Battle of the Bulge,military conflict,146367,4655055,87,489,,+1945-01-25T00:00:00Z,Ardennes (Q151985),1945
25193896,Siege of La Paz,military conflict,5790,6694,2,50,1 wounded {{rp|165}},+1847-12-08T00:00:00Z,La Paz (Q214215),1847
2081660,Battle of Namozine Church,military conflict,34939,16507,51,112,95 killed and wounded,{{Start date|1865|4|3}},"Namozine, Virginia (Q6962006)",1865
50019632,Six Years' War,military conflict,2775,1240,2,25,,+1874-00-00T00:00:00Z,Dominican Republic (Q786),1874
11838899,Operation Arbead II,military conflict,3141,6273,0,16,4 wounded,18 January 2007,Fallujah (Q191170),2007
12931987,Dade massacre,military conflict,12359,2727,4,55,107 killed<br>2 wounded (1 mortally),"December 28, 1835",Central [[Florida]],1835
46976404,Battle of Treviso,military conflict,2640,3744,2,33,,541 AD,Treviso (Q5475),541
298699,Battle of Prairie Grove,military conflict,16916,62742,3,75,"'''1,251'''","December 7, 1862",Washington County (Q61148),1862
36830045,Charge at Kaukab,military conflict,25448,6375,37,91,,30 September 1918,Kawkab (Q12236503),1918
21268681,Siege of Kenilworth,military conflict,6130,27236,12,27,unknown,+1266-12-00T00:00:00Z,Kenilworth Castle (Q1738764),1266
37642647,Battle of Rincón de Valladares,military conflict,5003,604,0,34,,6 July 1827,"Between [[Famaillá]] and [[San Miguel de Tucumán]], [[Argentina]]",1827
522777,Gothic Line,military conflict,54419,319869,51,325,"40,000",25 August 1944 – Early March 1945,Northern [[Italy]],1945
33663942,Battle of Castione,military conflict,3257,3141,0,35,,6 July 1449,Arbedo-Castione (Q69788),1449
3312683,Free State–Basotho Wars,military conflict,14686,13885,19,114,,+1868-00-00T00:00:00Z,South Africa (Q258),1868
30364066,Bonneville Expedition (1857),military conflict,4880,3908,1,48,2 killed<br/>7 wounded,+1857-07-00T00:00:00Z,New Mexico Territory (Q597711),1857
8892313,Battle of Cabrita Point,military conflict,5588,8920,2,39,Unknown,21 March 1705,Marbella (Q484799),1705
21872576,Incorporation of Xinjiang into the People's Republic of China,military conflict,10133,31413,10,70,,"October 13, 1949",Xinjiang (Q34800),1949
998058,Battle of Dan-no-ura,military conflict,7461,109190,5,62,,"April 25, 1185",Dan-no-Ura (Q10931453),1185
31170942,Battle of Araviana,military conflict,8372,3737,8,38,"Unknown, but heavy",22 September 1359,Ágreda (Q39856),1359
35530651,Siege of Calais (1596),military conflict,16539,16074,20,108,"Thousands of dead or prisoners <br>5,000 dead",+1596-04-24T00:00:00Z,Calais (Q6454),1596
4843637,Battle of Málaga (1937),military conflict,12471,24574,33,78,"3,000 to 5,000 killed <br/>3,600 captured, then executed","February 3 – February 8, 1937",Málaga (Q8851),1937
33080654,Battle of Motta (1412),military conflict,7861,6965,16,61,Heavy <BR>''Carlo Malatesta was severely wounded'',"August 24, 1412",Motta di Livenza (Q48065),1412
3558736,Battle of Gerberoy,military conflict,7096,10283,0,38,Insignificant,9 May 1435,Gerberoy (Q690981),1435
593999,Zhuge Liang's Southern Campaign,military conflict,18879,23074,14,112,,Spring – Autumn 225,"[[Nanzhong]] (covering present-day [[Yunnan]], [[Guizhou]] and southern [[Sichuan]]), [[China]]",225
3591103,Battle of Hill 70,military conflict,27926,100137,13,92,"9,198 killed, wounded or taken prisoner {{sfn|Nicholson|1962|p|=|297}}",+1917-08-25T00:00:00Z,Lens (Q165271),1917
36032581,Battle of Écija (1275),military conflict,4529,7647,1,57,,"September, 1275",Écija (Q273413),1275
101666,Battle of Lützen (1632),military conflict,21304,205644,9,72,+8400,+1632-11-16T00:00:00Z,Leipzig (Q2079),1632
48466970,Kuban Offensive,military conflict,5470,6005,0,36,,+1918-11-20T00:00:00Z,Kuban (Q10555398),1918
2180403,Battle of Bloody Marsh,military conflict,16295,47733,13,65,Light,7 July 1742 ([[Old Style and New Style dates|new style]]),St. Simons (Q1523372),1742
29708230,Battle of Mokra (July 1462),military conflict,4568,5125,0,21,,"July 7, 1462",Northeastern [[Albania]],1462
994822,Zhuge Liang's Northern Expeditions,military conflict,34548,55937,54,292,,{{circa}} February 228 – October 234,Gansu (Q42392),234
350794,Second Battle of Panipat,military conflict,12485,597116,3,49,,"November 5, 1556",Panipat (Q139706),1556
1619883,Battle of Middle Creek,"military conflict, NRHP ",6041,31998,3,40,27,None,Floyd County (Q500702),
4079294,Battle of Białystok–Minsk,military conflict,21327,135988,10,190,"(Incomplete)<br/>12,157 men {{sfn|Liedtke|2016|p|=|128}} <br/>101 tanks destroyed {{sfn|Liedtke|2016|pp|=|128–129}} <br/>276 aircraft destroyed",+1941-07-03T00:00:00Z,"[Belarus (Q184), Poland (Q36)]",1941
10006121,War in the North,military conflict,12581,24330,16,64,"33,000 dead<br>100,000 prisoners<br>one destroyer",+1937-10-21T00:00:00Z,Northern Spain (Q14208861),1937
1256109,Siege of Hiuchi,military conflict,1852,4007,3,21,,April–May 1183,"Hiuchiyama, [[Echizen Province]]",1183
4113909,Battle of Coral–Balmoral,military conflict,99822,128348,1,211,{{flagicon|Australia}} 25 killed<br>99 wounded <br> {{flagicon|New Zealand}} 5 wounded<br> {{flagicon|United States}} 5 wounded,+1968-06-06T00:00:00Z,"East of [[Lai Khê]], [[Bình Dương Province]], [[South Vietnam]]",1968
54011971,Syrian Desert campaign (May–July 2017),military conflict,61513,37752,141,169,,+2017-07-13T00:00:00Z,Syrian Desert (Q339162),2017
8742580,Romanian anti-communist resistance movement,military conflict,28873,54527,43,202,"~2,000 Killed",1947–1962,Romania (Q218),1962
29521748,First and Second Battles of Wonju,military conflict,39871,37262,97,140,,None,,
157703,Battle of Neresheim,military conflict,27917,13339,25,135,"2,400&ndash;3,000",11 August 1796,Neresheim (Q572431),1796
46612197,Battle of Isefjord,military conflict,7754,7573,4,28,1 killed <br>4 wounded <br>Remainder captured <br>1 coastal defence ship grounded,29 August 1943,Isefjord (Q1631174),1943
55567786,Battle of Bab El Bekkouche,military conflict,3575,1962,5,24,"600 killed (including 33 officers),<br> two aircraft",28-31 May 1958,Ouarsenis (Q3357948),1958
17095279,1993 cruise missile strikes on Iraq,military conflict,6611,35428,9,44,None,26 June 1993,Persian Gulf (Q34675),1993
25485654,Byzantine–Sasanian War of 602–628,military conflict,87900,241874,200,418,,+0628-00-00T00:00:00Z,"[Mesopotamia (Q11767), Asia Minor (Q12824780), Egypt (Roman Province) (Q202311), Levant (Q81483), Balkans (Q23522), Aegean Sea (Q34575)]",0628
31308138,Expedition of 'Abd al-Rahman ibn 'Awf,military conflict,5263,1317,7,15,,"December 627AD in 8th month, 6AH",[[Dumatul Jandal]],627
15906537,Battle of Beaufort,military conflict,11468,15516,18,76,40 killed or wounded<br />7–12 captured,"February 3, 1779",Port Royal Island (Q7230906),1779
38183669,Battle of Ifoghas,military conflict,87334,9274,204,44,{{flagicon|France}} <br>3 killed<br>120 wounded<br> {{flagdeco|Chad}} <br>30 killed<br>unknown number wounded,+2013-03-31T00:00:00Z,Tessalit (Q1025926),2013
327628,Greco-Persian Wars,military conflict,86655,1438052,206,354,,-0449-00-00T00:00:00Z,"Mainland [[Greece]], [[Thrace]], [[Aegean Islands]], [[Asia Minor]], [[Cyprus]] and [[Ancient Egypt|Egypt]]",0449
4191676,Russo-Persian War (1804–13),military conflict,28341,103570,6,158,,+1813-10-24T00:00:00Z,North Caucasus (Q37736),1813
10712348,Battle of Nsamankow,military conflict,6377,8862,4,18,"187 killed<br />
92 wounded<br />
unknown number captured",21 January 1824,Ghana,1824
37245976,Siege of Calais (1349),military conflict,8127,1717,6,42,Light,31 December 1349 – 2 January 1350,Calais (Q6454),1350
33895781,Syzran–Samara Operation,military conflict,3539,3531,0,36,,+1918-10-09T00:00:00Z,Middle [[Volga River]],1918
44384284,Battle of Vilnius (1702),military conflict,3199,6231,3,24,around 50 killed,"April 5, 1702 ([[Julian calendar|O.S.]])<br>April 6, 1702 ([[Swedish calendar]])<br>April 16, 1702 ([[Gregorian calendar|N.S.]])",Vilnius (Q216),1702
10584270,Battle of Dalushan Islands,military conflict,5343,5203,0,54,53 killed<br>186 captured<br>2 [[junk (ship)|junks]],"May 29, 1953",Zhejiang (Q16967),1953
41773109,Battle of Pehuajó,military conflict,6946,5080,5,24,,None,,
43793482,Tahmasp's campaign of 1731,military conflict,6013,6146,1,31,,None,,
41475783,Battle of Nauen,military conflict,7611,4445,4,48,,None,,
58294360,Battle of Sirmium (489),military conflict,1362,252,0,16,,None,,
32858511,Battle of Entzheim,military conflict,9198,5433,10,41,"3,500, killed, wounded and missing",4 October 1674,Entzheim (Q22438),1674
51077660,Byzantine–Hungarian War (1127–1129),military conflict,7529,887,6,41,,Summer of 1127 – October 1129 - chronology uncertain,"Central Balkans, by the [[Danube]]",1129
51105517,2016–present purges in Turkey,civil conflict,95292,40739,172,293,None,16 July 2016 – ongoing ('''disputed'''),"{{flat list| * Nationwide; cities with high civil servant populations ([[Ankara]], [[Istanbul]])}}",ongoing
1865861,Seattle Mardi Gras riot,civil conflict,17586,26145,26,37,,"February 27, 2001","[[Pioneer Square, Seattle]], [[Washington state|Washington]]",2001
49417632,Tent City (Tennessee),civil conflict,5207,3293,3,22,,1960–1962,"[[Fayette County, Tennessee|Fayette County]] and [[Haywood County, Tennessee|Haywood County]] in [[Tennessee]]",1962
35470941,1998 Temple of the Tooth attack,civilian attack,23747,24495,39,84,+17,25 January 1998,Kandy (Q203197),1998
23603399,2009 French riots,civilian attack,3643,10470,7,21,,"July 9, July 14, 2009",Firminy (Q387642),2009
24620439,Farmville murders,"civilian attack, criminal",23890,211252,39,59,Mark Niederbrock (age 50)<br />Dr. Debra S. Kelley (age 53)<br />Emma Niederbrock (age 16)<br />Melanie Wells (age 18),None,"505 First Avenue<br />[[Farmville, Virginia|Farmville]], [[Virginia]], [[United States]]",
35649366,Smilkovci lake killings,civilian attack,19231,12864,44,71,5,"April 12, 2012","Smilkovci Lake, near the village of Smilkovci, [[Butel Municipality]], [[Greater Skopje]]",2012
7856398,Vaharai bombing,civilian attack,14392,2475,16,69,+45,"November 7, 2006",Vakarai (Q7908969),2006
21396237,Burning of the Parliament Buildings in Montreal,civilian attack,63236,57783,48,207,,{{Start date|1849|04|25}},Montreal (Q340),1849
2550327,Manila massacre,civilian attack,11626,179822,15,64,+100000,"February 3 – March 3, 1945",Manila (Q1461),1945
47588264,2015 Thalys train attack,civilian attack,58422,1340849,112,133,+0,{{start date|2015|08|21|df|=|yes}},Oignies (Q177479),2015
32048474,Jisr al-Shughour massacre (1980),civilian attack,2561,11051,2,21,150-200,"March 9, 1980",Jisr al-Shughur (Q798765),1980
54387670,Nowhatta Mob Lynching 2017,civilian attack,20479,4792,32,79,1,22 June 2017,"Inside and near [[Jamia Masjid, Srinagar]], [[Jammu and Kashmir]]",2017
56661417,2012 Baghdad police academy bombing,civilian attack,3496,287,4,20,19,19 February 2012,"[[Baghdad]], [[Iraq]]",2012
57733275,1978 Orly Airport attack,civilian attack,3385,396,5,18,5 (including 3 attackers),20 May 1978,"[[Orly Airport]], [[Paris]], [[France]]",1978
25911031,Battles of Negba,military conflict,16478,8356,18,98,,None,,
157408,Battle of Hohenlinden,military conflict,23016,76749,34,122,"2,500 dead & wounded,<br>1 gun captured",3 December 1800,Munich (Q1726),1800
26510183,Battle of Ampfing (1800),military conflict,23726,6742,35,125,"1,707",1 December 1800,Ampfing (Q386360),1800
12026040,Mission Albany,military conflict,35369,52144,15,138,"(campaign)<br />546 killed<br />2,217 wounded<br />1,907 missing",+1944-06-15T00:00:00Z,Normandy (Q18677875),1944
34232724,Battle of Bull's Ferry,military conflict,13060,13191,16,70,"15 killed, 49 wounded",+1780-07-21T00:00:00Z,Bulls Ferry (Q4997035),1780
48382988,Battle of Konitsa,military conflict,4421,5118,0,25,,None,,
1877627,Battle of Naas,military conflict,2739,5969,1,19,~135 killed,24 May 1798,Naas (Q216038),1798
2293357,Swedish–Norwegian War (1814),military conflict,10756,81189,4,75,"Exact number unknown, under 500 killed, similar number wounded",+1814-08-14T00:00:00Z,Kingdom of Norway (1814) (Q2597352),1814
8102212,Battle of Khankala,military conflict,1685,18443,0,23,Unknown,28 December 1994,Khankala (Q4495489),1994
887551,Baptist War,military conflict,8710,102215,11,48,14 killed,"December 25, 1831&nbsp;– 4 January 1832",Colony of Jamaica (Q2526023),1832
50845834,Battle of Vinland (1003),military conflict,1544,11847,1,13,22,1003 A.D.,Vinland (Q192823),1003
229865,Mariana and Palau Islands campaign,military conflict,12811,164896,1,67,"8,125 killed and missing",+1944-11-01T00:00:00Z,Mariana Islands (Q153732),1944
1400986,Polish–Ukrainian War,military conflict,56382,155231,73,221,"10,000",+1919-07-17T00:00:00Z,"{{flagcountry|Ukraine}} :
* [[Galicia (Eastern Europe)|Eastern Galicia]]
* [[Carpathian Ruthenia]]
* [[Volhynia]]
* [[Bukovina]] {{flagcountry|Poland}} <br /> {{flagcountry|Romania}}",1919
39746760,Battle of Balkh,military conflict,1458,4313,3,22,Unknown,900,Balkh (Q182159),900
57138991,Deir ez-Zor offensive (May–June 2018),military conflict,13271,14845,27,45,138 killed,"22 May – 11 June 2018<br>( {{Age in years, months, weeks and days|month1|=|05|day1|=|22|year1|=|2018|month2|=|06|day2|=|11|year2|=|2018}} )",Deir ez-Zor Governorate (Q232387),2018
5337372,First Battle of Rellano,military conflict,7792,3187,8,39,200,24 March 1912,"Rellano, Chihuahua (Q7311440)",1912
6548197,"Raid on Scarborough, Hartlepool and Whitby",military conflict,30643,109696,1,100,+137,16 December 1914,"[Scarborough (Q743521), Hartlepool (Q215752), West Hartlepool (Q7985314), Whitby (Q852778)]",1914
11038939,Federal War,military conflict,3521,42892,0,45,,None,,
253816,Battle of Monterey,military conflict,7398,43435,4,61,none,"July 7, 1846",Monterey (Q487315),1846
8000773,Battle of Cabra,military conflict,2461,11127,2,34,,1079,Cabra (Q927931),1079
7153963,Battle of St. Jakob an der Sihl,military conflict,3881,4718,2,34,300,"July 22, 1443",Zürich (Q72),1443
1299166,Sack of Magdeburg,military conflict,17479,122795,12,102,"{{Plainlist}} * 300 killed 
* 1,600 wounded {{sfn|Wilson|2011|page|=|471}} {{Endplainlist}}",20 May 1631,Magdeburg (Q1733),1631
28737264,Battle of Sprimont,military conflict,3835,13866,0,41,,17–18 September 1794,Sprimont (Q696110),1794
1387863,Battle of Fuengirola,military conflict,11019,29606,1,71,"40 killed<br>70 wounded<br>200 captured<br>5 guns captured<br>300 rifles & muskets captured<br>60,000 rounds of ammunition captured<br>1 gunboat captured",15 October 1810,Fuengirola (Q492735),1810
4766426,Belgorod-Bogodukhov Offensive Operation,military conflict,11818,4420,5,124,Unknown,+1943-08-23T00:00:00Z,Belgorod (Q3323),1943
18804184,Battle of Bajaur,military conflict,18844,21912,32,62,30 killed<br>4 wounded<br>,+2009-02-28T00:00:00Z,Bajaur Agency (Q804133),2009
299387,Battle of Pea Ridge,military conflict,37121,230165,2,125,"'''1,384''' {{sfn|Shea|1997|p|=|270}}",+1862-03-08T00:00:00Z,Benton County (Q61020),1862
37137496,Siege of Kotte (1557–58),military conflict,19122,2814,16,95,exact figures unknown,+1558-11-00T00:00:00Z,"Sri Jayawardenapura Kotte, Kingdom of Kotte {{coord|06|54|39|N|79|53|16.21|E|display|=|inline,title}}",1558
32407070,Siege of Besançon,military conflict,3399,6022,4,30,,+1674-05-22T00:00:00Z,Besançon (Q37776),1674
9538934,Battle of Gemauerthof,military conflict,3702,9211,4,28,"1,900: <br>
900 killed,<br> 1,000 wounded","July 15, 1705 ([[Julian calendar|O.S.]])<br>July 16, 1705 ([[Swedish calendar]])<br>July 26, 1705 ([[Gregorian calendar|N.S.]])",Duchy of Courland and Semigallia (Q156038),1705
2661161,Battle of Junín,military conflict,3963,18793,1,28,150,"August 6, 1824",Junín (Q207973),1824
11823525,Ottoman–Habsburg wars,military conflict,46873,285952,41,258,,+1791-00-00T00:00:00Z,Central and Eastern Europe (Q900636),1791
32575791,Bombardment of Almería,military conflict,5237,11346,1,35,"{{plainlist|
* 19–20 civilians killed
* 55 injuries
* 35 damage structures}}",31 May 1937,Almería (Q10400),1937
32300554,Siege of Wiener Neustadt,military conflict,18112,6051,10,84,Unknown,+1487-08-17T00:00:00Z,Wiener Neustadt (Q131612),1487
7182170,Battle of FSB Mary Ann,military conflict,30945,43801,10,71,33 killed 83 wounded Firebase destroyed,28 March 1971,"{{coord|15|18|20|N|108|6|37|E|name|=|FSB Mary Ann|type:landmark|display|=|inline,title}} <br>[[Quảng Tín Province]], [[South Vietnam]]
[[Military Grid Reference System|MGRS]] AS 962-998",1971
1615910,Battle of Johnsonville,military conflict,10580,24740,10,56,150 captured,+1864-11-05T00:00:00Z,New Johnsonville (Q2604072),1864
3449737,Sparrow Force,"military unit, military conflict",54705,19066,35,380,,None,Far East (Q42225),
5663908,Operation Mountain Thrust,military conflict,6868,26619,2,96,"107 [[killed in action|KIA]]  , 43 captured ([[Afghan National Army|ANA]]) <br> 6 KIA , 30 [[Wounded in action|WIA]] ([[United Kingdom|UK]]) <br> 24 KIA, 50 WIA ([[United States|U.S.]]) <br> 4 KIA , 30 WIA ([[Canada]]) <br>  11 WIA ([[Australia]]) <br> 2 KIA , 1 WIA ([[France]]) <br> 1 KIA , 4 WIA ([[Romania]]) <br> '''Total:''' <br> 155 killed, <br> 106 wounded, <br> 43 captured",+2006-07-31T00:00:00Z,"[Helmand (Q173821), Kandahar (Q45604), Paktika (Q185575), Zabul (Q139126), Urozgan (Q183028)]",2006
32600915,Aden Expedition,military conflict,3358,3116,3,39,17 killed or wounded<br>1 corvette damaged,January 1839,"[[Sira Island]], [[Aden]], [[Yemen]]",1839
105805,Battle of Naseby,military conflict,23478,345235,25,105,400 killed & wounded,14 June 1645,Naseby (Q2259753),1645
3034317,Battle of Edessa,military conflict,9258,131565,12,84,Minimal,Spring 260,Edessa (Q1190403),260
29620047,Battle of Tara (1150),military conflict,2698,2762,3,20,,1150,Tara (Q730378),1150
2462890,Battle of Antioch (218),military conflict,21525,40834,0,65,,8 June 218,Antioch on the Orontes (Q200441),218
3172285,Battle of Philippopolis (250),military conflict,2644,10734,3,33,unknown,250 or 251,Plovdiv (Q459),251
2869136,Operation Gibraltar,military conflict,19845,245669,35,80,Unknown,August 1965,Jammu and Kashmir (Q1180),1965
5243270,Battle of Bapaume (1871),military conflict,1880,18664,0,17,750 soldiers <br> 52 officers,3 January 1871,Bapaume (Q317235),1871
3974741,Battle of Swift Creek,military conflict,3630,8160,2,27,,{{Start date|1864|5|9}},Chesterfield County (Q340608),1864
18512955,Battle of Drumlui,military conflict,1970,3928,1,13,Unknown,1330 or 1337,Lochaber (Q3181006),1337
3891479,Battle of Saint-Denis (1837),military conflict,1549,15837,0,18,6 dead<br>10 wounded<br>6 missing,"November 23, 1837",Saint-Denis-sur-Richelieu (Q788410),1837
49822738,ISIL insurgency in Tunisia,military conflict,22504,95092,43,60,"45 {{refn|See |ref| name=""29 June 2015""|ref| name=""24 November 2015""|ref| name=""9 March 2016""|ref| name=""20 March 2016""|ref| name=""27 October 2016""|ref| name=""9 November 2016""|ref| name=""12 March 2017""| |group|=|n}} –67+ {{refn|See |ref| name=""18 March 2015""|ref| name=""29 June 2015""|ref| name=""24 November 2015""|ref| name=""25 March 2016""|{{cite news|url=https://www.shemsfm.net/fr/actualites_tunisie-news_news-nationales/136363/habib-essid-55-terroristes-abattus-et-52-autres-arretes-a-ben-guerdene-136363|title=Habib Essid : 55 terroristes abattus et 52 autres arrêtés, à Ben Guerdene|website=Shems FM|date=25 March 2016|accessdate=21 August 2018}}|</ref>|ref| name=""20 March 2016""|ref| name=""27 October 2016""|ref| name=""9 November 2016""|ref| name=""12 March 2017""| |group|=|n}} killed<br>54+ captured","26 June 2015 – present<br>( {{Age in years, months, weeks and days|month1|=|06|day1|=|26|year1|=|2015}} )",Tunisia (Q948),2015
35255565,Battle of Dongkou,military conflict,13015,10635,14,84,,October 222 – January 223,"Dongkou (洞口; along the [[Yangtze]] near present-day [[Liyang]], [[Jiangsu]])",223
55341859,Wincanton Skirmish,military conflict,7054,2232,11,47,5+,20 November 1688,Wincanton (Q1026640),1688
35534860,Freemen of the South,military conflict,16978,3577,4,74,,1839,"Southern [[Buenos Aires Province]], [[Argentina]]",1839
448121,Siege of Fort Ticonderoga (1777),military conflict,24895,122607,46,167,"7 killed, 11 wounded",2–6 July 1777,Fort Ticonderoga (Q1438776),1777
49974591,Battle of Talasea,military conflict,25483,7717,0,87,17 killed and 114 wounded,6–9 March 1944,New Britain (Q59771),1944
22546986,Battle of Bornholm (1535),military conflict,4699,2215,0,52,unknown,June 1535,Bornholm (Q769680),1535
55764129,2017 Lebanon–Saudi Arabia dispute,military conflict,24473,95108,44,104,,None,,
4413123,Operation Swarmer,military conflict,5093,13301,2,36,None,16 March 2006 – 22 March 2006,Samarra (Q170047),2006
47068987,Siege of Oudewater (1575),military conflict,4416,3235,8,22,,None,,
44246509,Liberation of Jurf Al Sakhar,military conflict,10591,20646,17,65,Unknown,+2014-10-26T00:00:00Z,Jurf Al Sakhar (Q6315043),2014
53908011,Battle of Gangwana,military conflict,10039,9874,13,59,"12,000+ killed or wounded",11th June 1741,"Gangwana near [[Pushkar]], [[Rajasthan]], [[India]]",1741
57279580,Operation Enterprise (Vietnam),military conflict,8916,1367,3,47,{{flagicon|United States}} : 51 killed,13 February 1967 – 11 March 1968,Long An (Q26573),1968
30371163,Bombing of Kandahar (2001),military conflict,8852,994,11,79,Unknown,"October 7, 2001","In and around [[Kandahar]], [[Islamic State of Afghanistan|Afghanistan]]",2001
2925017,Young Turk Revolution,military conflict,12847,307772,6,76,,1908,Ottoman Empire (Q12560),1908
41987350,Battle of One Tree Hill,military conflict,3491,8163,7,16,,12 September 1843,"Tabletop Mountain (then known as ""One Tree Hill""), [[Darling Downs]], [[Queensland]], [[Australia]].",1843
35420498,Incident at Guangling,military conflict,8258,3703,6,35,,Late 224 - Early 225,"Guangling, on the northern bank of the estuary opposite present-day [[Nanjing]].",225
36298931,Battle of Molinella,military conflict,2480,13895,0,36,,None,,
25222879,2009 California college tuition hike protests,civil conflict,16835,12727,22,33,,{{start date|2009|09|24|df|=|y}} –<br /> {{end date|2009|12|31|df|=|y}},California,2009
